conflict_id,link_id_a,link_id_b,device_class,conflict_type,min_frequency_separation_khz,min_spatial_separation_m,hard_constraint,reason,source
CF-0342,LK-0011,LK-0064,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0343,LK-0011,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0344,LK-0011,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0345,LK-0011,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0346,LK-0011,LK-0073,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0347,LK-0011,LK-0076,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0348,LK-0011,LK-0084,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0349,LK-0011,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0350,LK-0011,LK-0089,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0351,LK-0011,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0352,LK-0011,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0353,LK-0011,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0354,LK-0011,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0355,LK-0011,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0356,LK-0011,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0357,LK-0011,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0358,LK-0011,LK-0112,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0359,LK-0011,LK-0286,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0360,LK-0011,LK-0326,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0361,LK-0011,LK-0406,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0362,LK-0012,LK-0013,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0363,LK-0012,LK-0014,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0364,LK-0012,LK-0015,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0365,LK-0012,LK-0017,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0366,LK-0012,LK-0018,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0367,LK-0012,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0368,LK-0012,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0369,LK-0012,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0370,LK-0012,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0371,LK-0012,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0372,LK-0012,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,3.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0373,LK-0012,LK-0029,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0374,LK-0012,LK-0031,HF,SHARED_NODE,0.5,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0375,LK-0012,LK-0032,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0376,LK-0012,LK-0033,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0377,LK-0012,LK-0034,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0378,LK-0012,LK-0035,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0379,LK-0012,LK-0036,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0380,LK-0012,LK-0040,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0381,LK-0012,LK-0042,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0382,LK-0012,LK-0043,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0383,LK-0012,LK-0044,HF,ADJACENT_CHANNEL_NEAR_PATH,3.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0384,LK-0012,LK-0045,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0385,LK-0012,LK-0052,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0386,LK-0012,LK-0055,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0387,LK-0012,LK-0056,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0388,LK-0012,LK-0059,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0389,LK-0012,LK-0063,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0390,LK-0012,LK-0064,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0391,LK-0012,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0392,LK-0012,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0393,LK-0012,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0394,LK-0012,LK-0073,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0395,LK-0012,LK-0076,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0396,LK-0012,LK-0084,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0397,LK-0012,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0398,LK-0012,LK-0089,HF,SHARED_NODE,0.5,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0399,LK-0012,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0400,LK-0012,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0401,LK-0012,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0402,LK-0012,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0403,LK-0012,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0404,LK-0012,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0405,LK-0012,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0406,LK-0012,LK-0112,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0407,LK-0012,LK-0458,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0408,LK-0012,LK-0460,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0409,LK-0012,LK-0477,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0410,LK-0012,LK-0478,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0411,LK-0013,LK-0014,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0412,LK-0013,LK-0015,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0413,LK-0013,LK-0017,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0414,LK-0013,LK-0018,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0415,LK-0013,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0416,LK-0013,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0417,LK-0013,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0418,LK-0013,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0419,LK-0013,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0420,LK-0013,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,3.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0421,LK-0013,LK-0029,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0422,LK-0013,LK-0031,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0423,LK-0013,LK-0032,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0424,LK-0013,LK-0033,HF,SHARED_NODE,0.5,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0425,LK-0013,LK-0034,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0426,LK-0013,LK-0035,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0427,LK-0013,LK-0036,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0428,LK-0013,LK-0040,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0429,LK-0013,LK-0042,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0430,LK-0013,LK-0043,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0431,LK-0013,LK-0044,HF,SHARED_NODE,3.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0432,LK-0013,LK-0045,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0433,LK-0013,LK-0052,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0434,LK-0013,LK-0055,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0435,LK-0013,LK-0056,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0436,LK-0013,LK-0059,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0437,LK-0013,LK-0063,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0438,LK-0013,LK-0064,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0439,LK-0013,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0440,LK-0013,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0441,LK-0013,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0442,LK-0013,LK-0073,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0443,LK-0013,LK-0076,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0444,LK-0013,LK-0084,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0445,LK-0013,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0446,LK-0013,LK-0089,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0447,LK-0013,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0448,LK-0013,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0449,LK-0013,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0450,LK-0013,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0451,LK-0013,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0452,LK-0013,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0453,LK-0013,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0454,LK-0013,LK-0112,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0455,LK-0013,LK-0177,HF,SHARED_NODE,0.5,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0456,LK-0013,LK-0297,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0457,LK-0014,LK-0015,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0458,LK-0014,LK-0017,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0459,LK-0014,LK-0018,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0460,LK-0014,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0461,LK-0014,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0462,LK-0014,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0463,LK-0014,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0464,LK-0014,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0465,LK-0014,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,3.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0466,LK-0014,LK-0029,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0467,LK-0014,LK-0031,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0468,LK-0014,LK-0032,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0469,LK-0014,LK-0033,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0470,LK-0014,LK-0034,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0471,LK-0014,LK-0035,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0472,LK-0014,LK-0036,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0473,LK-0014,LK-0040,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0474,LK-0014,LK-0042,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0475,LK-0014,LK-0043,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0476,LK-0014,LK-0044,HF,ADJACENT_CHANNEL_NEAR_PATH,3.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0477,LK-0014,LK-0045,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0478,LK-0014,LK-0052,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0479,LK-0014,LK-0055,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0480,LK-0014,LK-0056,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0481,LK-0014,LK-0059,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0482,LK-0014,LK-0063,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0483,LK-0014,LK-0064,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0484,LK-0014,LK-0065,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0485,LK-0014,LK-0070,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0486,LK-0014,LK-0071,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0487,LK-0014,LK-0073,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0488,LK-0014,LK-0076,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0489,LK-0014,LK-0084,HF,SHARED_NODE,0.5,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0490,LK-0014,LK-0085,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0491,LK-0014,LK-0089,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0492,LK-0014,LK-0091,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0493,LK-0014,LK-0092,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0494,LK-0014,LK-0100,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0495,LK-0014,LK-0101,HF,ADJACENT_CHANNEL_NEAR_PATH,0.5,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0496,LK-0014,LK-0103,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0497,LK-0014,LK-0105,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0498,LK-0014,LK-0108,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0499,LK-0014,LK-0112,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0500,LK-0014,LK-0182,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0501,LK-0014,LK-0197,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0502,LK-0014,LK-0432,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0503,LK-0014,LK-0487,HF,SHARED_NODE,24.0,0,true,共享节点不可同频复用,DERIVED_TOPOLOGY
CF-0504,LK-0015,LK-0017,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0505,LK-0015,LK-0018,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0506,LK-0015,LK-0020,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0507,LK-0015,LK-0021,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0508,LK-0015,LK-0022,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0509,LK-0015,LK-0025,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0510,LK-0015,LK-0026,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0511,LK-0015,LK-0028,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0512,LK-0015,LK-0029,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
CF-0513,LK-0015,LK-0031,HF,ADJACENT_CHANNEL_NEAR_PATH,24.0,60000,false,近距离相邻信道需保护间隔,DERIVED_TOPOLOGY
