link_id,node_a_id,node_b_id,device_a_id,device_b_id,device_class,freq_khz,bandwidth_khz,distance_m,path_loss_db,rx_power_dbm,link_margin_db,is_available,link_state,is_backup
LK-0395,ND-0081,ND-0099,DV-0081,DV-0099,VUHF,31325,25.0,71477.8,126.54,-95.54,11.48,true,GOOD,false
LK-0396,ND-0037,ND-0056,DV-0037,DV-0056,HF,3195,3.0,71623.7,110.15,-77.15,12.07,true,GOOD,false
LK-0397,ND-0150,ND-0153,DV-0150,DV-0153,VUHF,31325,25.0,71911.3,120.99,-89.99,17.03,true,GOOD,false
LK-0398,ND-0053,ND-0054,DV-0053,DV-0054,HF,3195,3.0,71916.1,116.71,-87.71,1.52,true,FAULT,false
LK-0399,ND-0025,ND-0059,DV-0025,DV-0059,HF,3195,3.0,72172.6,110.15,-67.15,22.07,true,EXCELLENT,false
LK-0400,ND-0016,ND-0088,DV-0016,DV-0088,VUHF,31325,25.0,72250.4,119.33,-88.33,18.69,true,GOOD,false
LK-0401,ND-0036,ND-0050,DV-0036,DV-0050,HF,3195,3.0,72304.5,116.83,-83.83,5.4,true,WARNING,false
LK-0402,ND-0003,ND-0037,DV-0003,DV-0037,HF,3195,3.0,72310.8,110.16,-73.16,16.07,true,GOOD,false
LK-0403,ND-0026,ND-0036,DV-0026,DV-0036,HF,3195,3.0,72367.4,129.23,-96.23,-7.0,false,FAULT,false
LK-0404,ND-0026,ND-0060,DV-0026,DV-0060,HF,3195,3.0,72469.4,116.88,-83.88,5.35,true,WARNING,false
LK-0405,ND-0030,ND-0036,DV-0030,DV-0036,HF,3195,3.0,72484.7,110.16,-77.16,12.07,true,GOOD,false
LK-0406,ND-0081,ND-0119,DV-0081,DV-0119,VUHF,31325,25.0,72542.2,128.08,-97.08,9.94,true,WARNING,false
LK-0407,ND-0007,ND-0061,DV-0007,DV-0061,HF,3195,3.0,72682.9,110.16,-77.16,12.07,true,GOOD,false
LK-0408,ND-0084,ND-0118,DV-0084,DV-0118,VUHF,30125,25.0,72818.7,107.58,-66.58,40.44,true,EXCELLENT,false
LK-0409,ND-0050,ND-0056,DV-0050,DV-0056,HF,3195,3.0,72858.3,129.41,-80.41,8.82,true,WARNING,false
LK-0410,ND-0067,ND-0081,DV-0067,DV-0081,VUHF,30125,25.0,72977.8,135.3,-100.3,6.72,true,WARNING,false
LK-0411,ND-0047,ND-0061,DV-0047,DV-0061,HF,3195,3.0,73091.2,117.07,-88.07,1.15,true,FAULT,false
LK-0412,ND-0078,ND-0097,DV-0078,DV-0097,VUHF,30125,25.0,73140.8,114.2,-71.2,35.82,true,EXCELLENT,false
LK-0413,ND-0025,ND-0051,DV-0025,DV-0051,HF,3195,3.0,73286.9,129.57,-90.57,-1.34,false,FAULT,false
LK-0414,ND-0050,ND-0060,DV-0050,DV-0060,HF,3195,3.0,73353.3,129.59,-96.59,-7.36,false,FAULT,false
LK-0415,ND-0048,ND-0066,DV-0048,DV-0066,HF,3195,3.0,73378.2,110.16,-73.16,16.07,true,GOOD,false
LK-0416,ND-0030,ND-0056,DV-0030,DV-0056,HF,3195,3.0,73414.1,110.16,-77.16,12.07,true,GOOD,false
LK-0417,ND-0054,ND-0060,DV-0054,DV-0060,HF,3195,3.0,74373.4,117.46,-84.46,4.77,true,WARNING,false
LK-0418,ND-0085,ND-0127,DV-0085,DV-0127,VUHF,30125,25.0,74570.4,128.99,-90.99,16.03,true,GOOD,false
LK-0419,ND-0013,ND-0117,DV-0013,DV-0117,VUHF,31325,25.0,75145.3,125.54,-80.54,26.48,true,EXCELLENT,false
LK-0420,ND-0029,ND-0054,DV-0029,DV-0054,HF,3195,3.0,75198.6,130.26,-97.26,-8.03,false,FAULT,false
LK-0421,ND-0036,ND-0054,DV-0036,DV-0054,HF,3195,3.0,75441.0,117.78,-84.78,4.45,true,WARNING,false
LK-0422,ND-0024,ND-0030,DV-0024,DV-0030,HF,3195,3.0,75563.5,110.16,-73.16,16.07,true,GOOD,false
LK-0423,ND-0030,ND-0040,DV-0030,DV-0040,HF,3195,3.0,75678.9,110.16,-73.16,16.07,true,GOOD,false
LK-0424,ND-0036,ND-0061,DV-0036,DV-0061,HF,3195,3.0,76000.9,117.95,-88.95,0.28,true,FAULT,false
LK-0425,ND-0037,ND-0038,DV-0037,DV-0038,HF,3195,3.0,76381.0,110.16,-77.16,12.07,true,GOOD,false
LK-0426,ND-0026,ND-0040,DV-0026,DV-0040,HF,3195,3.0,76793.4,110.16,-77.16,12.07,true,GOOD,false
LK-0427,ND-0030,ND-0065,DV-0030,DV-0065,HF,3195,3.0,77216.1,110.16,-73.16,16.07,true,GOOD,false
LK-0428,ND-0013,ND-0113,DV-0013,DV-0113,VUHF,31325,25.0,77297.6,125.65,-88.65,18.37,true,GOOD,false
LK-0429,ND-0032,ND-0061,DV-0032,DV-0061,HF,3195,3.0,77583.7,110.16,-77.16,12.06,true,GOOD,false
LK-0430,ND-0074,ND-0080,DV-0074,DV-0080,VUHF,31325,25.0,77705.9,108.49,-69.49,37.53,true,EXCELLENT,false
LK-0431,ND-0046,ND-0060,DV-0046,DV-0060,HF,3195,3.0,78018.7,110.17,-73.17,16.06,true,GOOD,false
LK-0432,ND-0138,ND-0141,DV-0138,DV-0141,VUHF,30125,25.0,78808.6,108.79,-70.79,36.23,true,EXCELLENT,false
LK-0433,ND-0045,ND-0054,DV-0045,DV-0054,HF,3195,3.0,79813.9,110.17,-77.17,12.06,true,GOOD,false
LK-0434,ND-0006,ND-0060,DV-0006,DV-0060,HF,3195,3.0,79966.6,110.17,-73.17,16.06,true,GOOD,false
LK-0435,ND-0017,ND-0142,DV-0017,DV-0142,VUHF,31325,25.0,80176.0,101.28,-67.28,39.74,true,EXCELLENT,false
LK-0436,ND-0050,ND-0065,DV-0050,DV-0065,HF,3195,3.0,80463.0,110.17,-73.17,16.06,true,GOOD,false
LK-0437,ND-0118,ND-0120,DV-0118,DV-0120,VUHF,31325,25.0,80541.1,115.35,-70.35,36.67,true,EXCELLENT,false
LK-0438,ND-0056,ND-0061,DV-0056,DV-0061,HF,3195,3.0,80770.5,119.33,-90.33,-1.1,false,FAULT,false
LK-0439,ND-0037,ND-0050,DV-0037,DV-0050,HF,3195,3.0,80841.7,110.17,-77.17,12.06,true,GOOD,false
LK-0440,ND-0004,ND-0066,DV-0004,DV-0066,HF,3195,3.0,80911.8,110.17,-73.17,16.06,true,GOOD,false
LK-0441,ND-0138,ND-0149,DV-0138,DV-0149,VUHF,30125,25.0,80927.8,109.0,-75.0,32.02,true,EXCELLENT,false
LK-0442,ND-0054,ND-0061,DV-0054,DV-0061,HF,3195,3.0,81577.6,119.56,-90.56,-1.33,false,FAULT,false
LK-0443,ND-0113,ND-0147,DV-0113,DV-0147,VUHF,31325,25.0,81663.1,119.04,-84.04,22.98,true,EXCELLENT,false
LK-0444,ND-0113,ND-0127,DV-0113,DV-0127,VUHF,31325,25.0,82438.2,124.55,-90.55,16.47,true,GOOD,false
LK-0445,ND-0023,ND-0061,DV-0023,DV-0061,HF,3195,3.0,82476.0,110.17,-77.17,12.06,true,GOOD,false
LK-0446,ND-0003,ND-0045,DV-0003,DV-0045,HF,3195,3.0,82845.5,110.17,-73.17,16.05,true,GOOD,false
LK-0447,ND-0004,ND-0042,DV-0004,DV-0042,HF,3195,3.0,83853.6,110.18,-50.18,39.05,true,EXCELLENT,false
LK-0448,ND-0059,ND-0061,DV-0059,DV-0061,HF,3195,3.0,83886.5,110.18,-77.18,12.05,true,GOOD,false
LK-0449,ND-0051,ND-0061,DV-0051,DV-0061,HF,3195,3.0,85657.8,127.65,-98.65,-9.42,false,FAULT,false
LK-0450,ND-0011,ND-0081,DV-0011,DV-0081,VUHF,31325,25.0,86004.5,119.77,-88.77,18.26,true,GOOD,false
LK-0451,ND-0026,ND-0065,DV-0026,DV-0065,HF,3195,3.0,86511.0,110.18,-73.18,16.05,true,GOOD,false
LK-0452,ND-0009,ND-0086,DV-0009,DV-0086,VUHF,31325,25.0,86668.9,101.96,-52.96,54.06,true,EXCELLENT,false
LK-0453,ND-0062,ND-0063,DV-0062,DV-0063,HF,3195,3.0,86971.3,110.18,-73.18,16.05,true,GOOD,false
LK-0454,ND-0047,ND-0062,DV-0047,DV-0062,HF,3195,3.0,87268.3,134.37,-91.37,-2.14,false,FAULT,false
LK-0455,ND-0026,ND-0037,DV-0026,DV-0037,HF,3195,3.0,87436.4,110.18,-77.18,12.05,true,GOOD,false
LK-0456,ND-0049,ND-0060,DV-0049,DV-0060,HF,3195,3.0,87908.7,110.18,-73.18,16.04,true,GOOD,false
LK-0457,ND-0030,ND-0044,DV-0030,DV-0044,HF,3195,3.0,88144.7,110.19,-73.19,16.04,true,GOOD,false
LK-0458,ND-0098,ND-0155,DV-0098,DV-0155,VUHF,31325,25.0,88283.6,129.73,-98.73,8.29,true,WARNING,false
LK-0459,ND-0002,ND-0061,DV-0002,DV-0061,HF,3195,3.0,89354.7,110.19,-77.19,12.04,true,GOOD,false
LK-0460,ND-0012,ND-0146,DV-0012,DV-0146,VUHF,31325,25.0,89525.0,106.18,-63.18,43.84,true,EXCELLENT,false
LK-0461,ND-0001,ND-0030,DV-0001,DV-0030,HF,3195,3.0,90772.5,110.19,-73.19,16.04,true,GOOD,false
LK-0462,ND-0017,ND-0130,DV-0017,DV-0130,VUHF,31325,25.0,91791.6,102.46,-57.46,49.56,true,EXCELLENT,false
LK-0463,ND-0031,ND-0042,DV-0031,DV-0042,HF,3195,3.0,91885.2,110.19,-69.19,20.04,true,EXCELLENT,false
LK-0464,ND-0043,ND-0062,DV-0043,DV-0062,HF,3195,3.0,92474.5,122.47,-83.47,5.76,true,WARNING,false
LK-0465,ND-0047,ND-0066,DV-0047,DV-0066,HF,3195,3.0,93392.0,122.7,-89.7,-0.47,false,FAULT,false
LK-0466,ND-0098,ND-0119,DV-0098,DV-0119,VUHF,31325,25.0,93739.4,131.03,-100.03,6.99,true,WARNING,false
LK-0467,ND-0038,ND-0055,DV-0038,DV-0055,HF,3195,3.0,93843.3,110.2,-73.2,16.03,true,GOOD,false
LK-0468,ND-0051,ND-0062,DV-0051,DV-0062,HF,3195,3.0,94158.5,122.89,-79.89,9.33,true,WARNING,false
LK-0469,ND-0083,ND-0086,DV-0083,DV-0086,VUHF,31325,25.0,94168.4,106.62,-61.62,45.4,true,EXCELLENT,false
LK-0470,ND-0038,ND-0047,DV-0038,DV-0047,HF,3195,3.0,94174.2,122.9,-79.9,9.33,true,WARNING,false
LK-0471,ND-0055,ND-0066,DV-0055,DV-0066,HF,3195,3.0,94448.9,110.2,-73.2,16.03,true,GOOD,false
LK-0472,ND-0035,ND-0066,DV-0035,DV-0066,HF,3195,3.0,95553.9,110.2,-73.2,16.03,true,GOOD,false
LK-0473,ND-0054,ND-0065,DV-0054,DV-0065,HF,3195,3.0,95767.4,110.2,-73.2,16.03,true,GOOD,false
LK-0474,ND-0027,ND-0066,DV-0027,DV-0066,HF,3195,3.0,96490.5,110.2,-73.2,16.03,true,GOOD,false
LK-0475,ND-0043,ND-0066,DV-0043,DV-0066,HF,3195,3.0,98542.9,123.98,-90.98,-1.75,false,FAULT,false
LK-0476,ND-0023,ND-0034,DV-0023,DV-0034,HF,3195,3.0,99128.6,110.21,-63.21,26.02,true,EXCELLENT,false
LK-0477,ND-0038,ND-0043,DV-0038,DV-0043,HF,3195,3.0,99160.4,124.13,-85.13,4.1,true,WARNING,false
LK-0478,ND-0038,ND-0051,DV-0038,DV-0051,HF,3195,3.0,99517.5,124.21,-81.21,8.02,true,WARNING,false
LK-0479,ND-0051,ND-0066,DV-0051,DV-0066,HF,3195,3.0,99821.2,124.28,-91.28,-2.06,false,FAULT,false
LK-0480,ND-0030,ND-0055,DV-0030,DV-0055,HF,3195,3.0,100380.1,110.21,-73.21,16.02,true,GOOD,false
LK-0481,ND-0050,ND-0063,DV-0050,DV-0063,HF,3195,3.0,100396.4,110.21,-73.21,16.02,true,GOOD,false
LK-0482,ND-0059,ND-0066,DV-0059,DV-0066,HF,3195,3.0,100454.5,110.21,-73.21,16.02,true,GOOD,false
LK-0483,ND-0003,ND-0030,DV-0003,DV-0030,HF,3195,3.0,100506.1,110.21,-73.21,16.02,true,GOOD,false
LK-0484,ND-0047,ND-0050,DV-0047,DV-0050,HF,3195,3.0,101180.4,124.61,-81.61,7.62,true,WARNING,false
LK-0485,ND-0002,ND-0030,DV-0002,DV-0030,HF,3195,3.0,102561.8,110.22,-73.22,16.01,true,GOOD,false
LK-0486,ND-0039,ND-0066,DV-0039,DV-0066,HF,3195,3.0,102764.5,110.22,-73.22,16.01,true,GOOD,false
LK-0487,ND-0026,ND-0063,DV-0026,DV-0063,HF,3195,3.0,103118.1,110.22,-73.22,16.01,true,GOOD,false
LK-0488,ND-0026,ND-0047,DV-0026,DV-0047,HF,3195,3.0,104335.8,125.35,-82.35,6.88,true,WARNING,false
LK-0489,ND-0030,ND-0043,DV-0030,DV-0043,HF,3195,3.0,104665.5,110.22,-77.22,12.01,true,GOOD,false
LK-0490,ND-0023,ND-0066,DV-0023,DV-0066,HF,3195,3.0,104910.7,110.22,-73.22,16.01,true,GOOD,false
LK-0491,ND-0051,ND-0058,DV-0051,DV-0058,HF,3195,3.0,106165.8,110.23,-63.23,26.0,true,EXCELLENT,false
LK-0492,ND-0043,ND-0050,DV-0043,DV-0050,HF,3195,3.0,106233.9,125.79,-86.79,2.44,true,FAULT,false
LK-0493,ND-0050,ND-0051,DV-0050,DV-0051,HF,3195,3.0,106892.5,125.94,-82.94,6.29,true,WARNING,false
LK-0494,ND-0026,ND-0027,DV-0026,DV-0027,HF,3195,3.0,107692.8,110.23,-73.23,16.0,true,GOOD,false
LK-0495,ND-0026,ND-0051,DV-0026,DV-0051,HF,3195,3.0,108990.4,126.41,-83.41,5.82,true,WARNING,false
LK-0496,ND-0047,ND-0054,DV-0047,DV-0054,HF,3195,3.0,110568.3,126.77,-83.77,5.46,true,WARNING,false
LK-0497,ND-0023,ND-0030,DV-0023,DV-0030,HF,3195,3.0,111050.5,110.24,-73.24,15.99,true,GOOD,false
LK-0498,ND-0051,ND-0054,DV-0051,DV-0054,HF,3195,3.0,114007.7,127.52,-84.52,4.71,true,WARNING,false
LK-0499,ND-0027,ND-0054,DV-0027,DV-0054,HF,3195,3.0,114067.3,110.25,-73.25,15.98,true,GOOD,false
LK-0500,ND-0006,ND-0030,DV-0006,DV-0030,HF,3195,3.0,119854.4,110.26,-73.26,15.97,true,GOOD,false
