site_id,lon,lat,elevation_m,slope_deg,landcover_type,nearest_road_distance_m,nearest_node_distance_m,candidate_role,is_deployable,recommendation_level,score,reject_reason,source,remark
CS-0552,114.284123,37.912617,334.0,8.93,林地,0.0,13741.3,RELAY,true,B,65.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0553,114.097419,37.265833,452.0,0.45,林地,0.0,641.8,MOBILE_STATION,true,B,65.6,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0554,114.742397,37.912617,54.0,0.64,耕地,0.0,14333.5,MOBILE_STATION,true,B,65.58,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0555,114.250177,37.930583,448.0,9.04,草地,0.0,11477.4,RELAY,true,B,65.57,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0556,114.493458,37.009814,76.0,1.15,耕地,0.0,13687.0,MOBILE_STATION,true,B,65.53,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0557,114.838577,37.220917,32.0,1.15,耕地,0.0,16109.5,MOBILE_STATION,true,B,65.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0558,114.70845,37.598208,42.0,0.0,耕地,0.0,14314.3,MOBILE_STATION,true,B,65.49,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0559,114.108735,36.915492,448.0,1.01,草地,0.0,3501.2,MOBILE_STATION,true,B,65.48,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0560,114.3407,37.867701,194.0,3.55,耕地,0.0,11821.2,MOBILE_STATION,true,B,65.48,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0561,114.0465,37.809311,668.0,3.18,草地,250.0,3608.2,MOBILE_STATION,true,B,65.47,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0562,114.504773,37.935075,67.0,0.32,耕地,0.0,13183.1,MOBILE_STATION,true,B,65.41,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0563,114.668847,37.957533,56.0,0.32,耕地,0.0,13740.3,MOBILE_STATION,true,B,65.4,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0564,114.057815,37.126595,460.0,1.42,草地,500.0,7048.0,RELAY,true,B,65.37,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0565,115.251589,37.189476,32.0,0.64,耕地,0.0,15493.0,MOBILE_STATION,true,B,65.37,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0566,114.550035,37.342189,65.0,0.71,裸地,0.0,13630.6,MOBILE_STATION,true,B,65.37,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0567,114.3407,37.405071,168.0,1.31,林地,0.0,10248.3,MOBILE_STATION,true,B,65.33,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0568,114.776343,37.854227,48.0,1.59,耕地,0.0,15247.6,MOBILE_STATION,true,B,65.2,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0569,114.600954,37.962024,61.0,0.0,耕地,0.0,12969.2,MOBILE_STATION,true,B,65.19,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0570,114.1936,37.018797,326.0,5.42,草地,0.0,10028.4,RELAY,true,B,65.15,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0571,115.387374,37.122103,36.0,0.32,裸地,0.0,14683.8,MOBILE_STATION,true,B,65.14,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0572,115.047912,37.225409,30.0,0.32,耕地,0.0,15076.2,MOBILE_STATION,true,B,65.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0573,114.114392,37.849735,377.0,0.45,裸地,0.0,3982.9,MOBILE_STATION,true,B,65.08,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0574,114.250177,37.485919,231.0,1.71,耕地,0.0,8599.4,MOBILE_STATION,true,B,65.07,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0575,114.793316,37.822786,43.0,1.01,耕地,0.0,14811.8,MOBILE_STATION,true,B,65.03,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0576,115.359085,37.144561,34.0,0.0,耕地,0.0,14395.9,MOBILE_STATION,true,B,65.02,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0577,114.238862,37.80482,329.0,2.88,林地,250.0,9059.1,RELAY,true,B,65.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0578,114.12005,37.97999,322.0,5.61,草地,0.0,10144.3,RELAY,true,B,64.98,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0579,114.391619,37.17151,113.0,0.0,耕地,0.0,10479.5,MOBILE_STATION,true,B,64.96,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0580,114.798974,37.162527,29.0,0.45,草地,0.0,15126.4,MOBILE_STATION,true,B,64.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0581,114.838577,37.692531,35.0,0.32,耕地,0.0,14568.1,MOBILE_STATION,true,B,64.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0582,114.53872,37.953041,65.0,0.71,林地,0.0,13233.0,MOBILE_STATION,true,B,64.95,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0583,115.166724,37.270324,30.0,2.01,耕地,500.0,21680.2,MOBILE_STATION,true,B,64.9,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0584,114.821604,37.66109,37.0,0.45,耕地,0.0,14499.2,MOBILE_STATION,true,B,64.88,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0585,114.617927,37.180493,47.0,0.32,耕地,250.0,15410.9,MOBILE_STATION,true,B,64.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0586,114.408593,37.908125,90.0,0.9,耕地,0.0,12113.1,MOBILE_STATION,true,B,64.78,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0587,114.929101,37.243375,29.0,0.45,耕地,0.0,14936.1,MOBILE_STATION,true,B,64.75,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0588,114.855551,37.580242,29.0,0.64,耕地,707.1,22454.8,TEMP_FIXED_STATION,true,B,64.73,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0589,114.3407,37.764396,175.0,1.42,耕地,0.0,9582.9,MOBILE_STATION,true,B,64.73,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0590,114.182285,37.207443,405.0,3.42,草地,0.0,5982.3,RELAY,true,B,64.7,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0591,114.510431,36.933458,65.0,0.64,耕地,0.0,12910.1,MOBILE_STATION,true,B,64.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0592,114.165312,37.086171,296.0,0.32,耕地,0.0,5252.4,MOBILE_STATION,true,B,64.68,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0593,114.442539,37.234392,107.0,0.95,耕地,0.0,11367.8,MOBILE_STATION,true,B,64.66,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0594,114.425566,37.17151,97.0,1.86,耕地,0.0,12644.3,MOBILE_STATION,true,B,64.65,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0595,114.148339,37.481428,1059.0,7.08,林地,500.0,507.9,TEMP_FIXED_STATION,true,B,64.63,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0596,115.302508,37.176002,30.0,0.64,耕地,0.0,14874.2,MOBILE_STATION,true,B,64.57,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0597,114.227546,37.589225,353.0,1.15,耕地,0.0,4692.3,MOBILE_STATION,true,B,64.57,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0598,114.521746,36.982865,70.0,0.71,耕地,0.0,12600.0,MOBILE_STATION,true,B,64.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0599,114.086104,37.494902,604.0,2.42,草地,250.0,1002.1,MOBILE_STATION,true,B,64.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0600,114.793316,37.638632,38.0,0.32,耕地,0.0,13987.5,MOBILE_STATION,true,B,64.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0601,114.0465,37.706005,530.0,2.93,裸地,0.0,2055.9,MOBILE_STATION,true,B,64.52,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0602,114.436881,37.202951,111.0,1.62,耕地,0.0,11710.4,MOBILE_STATION,true,B,64.49,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0603,114.844235,37.728463,40.0,1.15,林地,0.0,14599.1,MOBILE_STATION,true,B,64.46,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0604,115.228958,37.31524,30.0,1.01,耕地,707.1,27518.3,TEMP_FIXED_STATION,true,B,64.42,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0605,114.097419,37.234392,411.0,1.59,裸地,0.0,3768.5,MOBILE_STATION,true,B,64.39,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0606,114.272808,37.508377,212.0,2.56,耕地,0.0,9303.4,MOBILE_STATION,true,B,64.38,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0607,114.368989,37.43202,135.0,0.95,耕地,0.0,10053.3,MOBILE_STATION,true,B,64.35,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0608,114.312412,37.791345,162.0,1.42,耕地,0.0,9606.9,MOBILE_STATION,true,B,64.33,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0609,114.651873,37.167019,47.0,0.9,林地,0.0,13794.6,MOBILE_STATION,true,B,64.32,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0610,114.063473,37.427529,1259.0,11.55,林地,250.0,1353.0,TEMP_FIXED_STATION,true,B,64.32,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0611,114.804631,37.072696,34.0,0.45,耕地,0.0,14152.5,MOBILE_STATION,true,B,64.3,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0612,114.742397,37.876685,50.0,0.0,耕地,0.0,12718.5,MOBILE_STATION,true,B,64.3,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0613,114.182285,37.899142,383.0,0.32,耕地,250.0,4689.9,MOBILE_STATION,true,B,64.26,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0614,114.380304,37.512868,227.0,1.62,耕地,0.0,7842.8,MOBILE_STATION,true,B,64.25,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0615,114.057815,36.991848,440.0,3.62,耕地,0.0,5048.5,RELAY,true,B,64.23,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0616,114.227546,37.009814,520.0,4.46,林地,1250.0,13029.1,RELAY,true,B,64.2,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0617,114.187942,37.337698,488.0,4.18,林地,0.0,4651.8,MOBILE_STATION,true,B,64.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0618,114.629243,37.476936,41.0,0.32,耕地,0.0,13456.2,MOBILE_STATION,true,B,64.18,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0619,115.081858,37.189476,32.0,0.32,耕地,0.0,14032.3,MOBILE_STATION,true,B,64.16,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0620,114.544377,37.140069,64.0,2.04,耕地,0.0,13810.3,MOBILE_STATION,true,B,64.13,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0621,114.114392,37.122103,356.0,2.04,草地,0.0,5059.7,RELAY,true,B,64.1,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0622,114.052158,37.611683,813.0,6.06,草地,250.0,1376.8,TEMP_FIXED_STATION,true,B,64.1,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0623,114.0465,36.937949,1034.0,3.55,林地,1030.8,2687.7,TEMP_FIXED_STATION,true,B,64.08,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0624,114.680162,37.580242,42.0,0.32,耕地,0.0,13295.8,MOBILE_STATION,true,B,64.08,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0625,114.436881,37.37363,174.0,1.91,耕地,0.0,9465.3,MOBILE_STATION,true,B,64.07,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0626,114.402935,37.40058,173.0,1.27,耕地,0.0,8865.0,MOBILE_STATION,true,B,64.07,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0627,114.408593,36.964899,92.0,0.9,耕地,1250.0,22275.7,TEMP_FIXED_STATION,true,B,64.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0628,114.798974,37.108628,31.0,0.32,耕地,0.0,14001.2,MOBILE_STATION,true,B,64.05,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0629,114.131365,37.216426,432.0,3.38,耕地,0.0,4755.3,MOBILE_STATION,true,B,64.01,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0630,114.617927,37.391596,64.0,0.45,耕地,250.0,13867.8,MOBILE_STATION,true,B,64.01,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0631,114.284123,37.43202,206.0,2.56,耕地,0.0,9112.7,MOBILE_STATION,true,B,64.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0632,114.26715,37.63414,211.0,0.32,草地,0.0,6766.5,MOBILE_STATION,true,B,64.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0633,114.810289,37.791345,44.0,0.95,耕地,0.0,13725.0,MOBILE_STATION,true,B,64.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0634,114.170969,36.964899,289.0,3.71,耕地,0.0,8034.3,MOBILE_STATION,true,B,63.93,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0635,114.736739,37.149052,34.0,1.15,耕地,0.0,14467.7,MOBILE_STATION,true,B,63.91,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0636,114.600954,37.544309,48.0,0.32,耕地,0.0,12771.7,MOBILE_STATION,true,B,63.9,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0637,114.75937,37.827277,44.0,0.71,耕地,0.0,13379.8,MOBILE_STATION,true,B,63.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0638,115.211985,37.184985,32.0,0.0,耕地,0.0,13309.4,MOBILE_STATION,true,B,63.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0639,114.063473,37.732955,540.0,3.88,耕地,0.0,419.1,MOBILE_STATION,true,B,63.72,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0640,114.374646,37.306257,194.0,2.25,草地,0.0,8811.4,MOBILE_STATION,true,B,63.65,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0641,114.606612,37.418546,75.0,0.95,耕地,0.0,11748.3,MOBILE_STATION,true,B,63.63,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0642,114.499116,37.908125,61.0,0.0,林地,0.0,11482.7,MOBILE_STATION,true,B,63.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0643,114.448196,37.903634,75.0,0.32,耕地,0.0,11102.0,MOBILE_STATION,true,B,63.61,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0644,114.431223,37.270324,129.0,0.45,草地,250.0,10759.1,MOBILE_STATION,true,B,63.57,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0645,114.097419,37.957533,285.0,2.25,耕地,250.0,8096.6,MOBILE_STATION,true,B,63.57,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0646,114.148339,36.942441,282.0,1.42,耕地,0.0,5574.3,MOBILE_STATION,true,B,63.52,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0647,114.148339,37.032272,278.0,1.94,耕地,0.0,6163.8,MOBILE_STATION,true,B,63.51,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0648,114.272808,37.800328,199.0,2.62,耕地,0.0,8892.9,MOBILE_STATION,true,B,63.5,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0649,114.114392,37.539818,481.0,3.38,草地,0.0,3342.1,MOBILE_STATION,true,B,63.49,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0650,114.889497,37.220917,30.0,0.45,耕地,0.0,13612.9,MOBILE_STATION,true,B,63.42,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0651,115.008308,37.225409,31.0,0.45,裸地,0.0,13526.7,MOBILE_STATION,true,B,63.41,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0652,114.12005,37.818294,1025.0,5.9,草地,1250.0,6273.8,RELAY,true,B,63.38,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0653,114.074788,37.917109,283.0,0.64,耕地,0.0,4594.3,MOBILE_STATION,true,B,63.33,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0654,114.3407,37.333206,234.0,1.59,耕地,353.6,9180.4,MOBILE_STATION,true,B,63.3,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0655,114.533062,37.099645,63.0,0.45,耕地,0.0,11512.0,MOBILE_STATION,true,B,63.29,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0656,114.1936,37.45897,332.0,1.42,耕地,0.0,4203.2,MOBILE_STATION,true,B,63.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0657,114.374646,37.858718,125.0,0.45,耕地,0.0,8894.4,MOBILE_STATION,true,B,63.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0658,114.70845,37.908125,53.0,0.0,耕地,0.0,11586.0,MOBILE_STATION,true,B,63.28,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0659,114.61227,37.153544,52.0,0.95,耕地,0.0,12545.0,MOBILE_STATION,true,B,63.24,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0660,114.380304,37.467953,160.0,1.8,耕地,0.0,9004.2,MOBILE_STATION,true,B,63.24,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0661,115.370401,37.688039,28.0,0.64,耕地,901.4,61028.8,TEMP_FIXED_STATION,true,B,63.23,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0662,115.393032,37.086171,33.0,0.71,林地,0.0,13391.4,MOBILE_STATION,true,B,63.15,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0663,115.404347,37.059221,33.0,1.15,耕地,0.0,13793.8,MOBILE_STATION,true,B,63.12,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0664,114.352016,37.176002,155.0,0.9,耕地,0.0,8159.0,MOBILE_STATION,true,B,63.11,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0665,114.838577,37.045747,37.0,0.45,耕地,0.0,12748.7,MOBILE_STATION,true,B,63.02,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0666,114.301096,37.337698,281.0,2.04,林地,0.0,5713.3,MOBILE_STATION,true,B,63.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0667,114.26715,37.553292,204.0,2.62,耕地,0.0,8279.1,MOBILE_STATION,true,B,63.0,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0668,114.583981,37.135578,58.0,0.45,耕地,0.0,11481.2,MOBILE_STATION,true,B,62.99,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0669,114.148339,37.683548,882.0,8.13,林地,250.0,2811.2,TEMP_FIXED_STATION,true,B,62.96,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0670,114.844235,37.184985,31.0,0.32,耕地,0.0,12942.2,MOBILE_STATION,true,B,62.93,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0671,114.516089,37.045747,68.0,0.71,耕地,0.0,11165.2,MOBILE_STATION,true,B,62.91,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0672,114.589639,37.51736,45.0,0.45,耕地,0.0,12120.5,MOBILE_STATION,true,B,62.89,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0673,114.1936,36.942441,318.0,2.04,耕地,707.1,9595.8,RELAY,true,B,62.84,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0674,114.550035,37.37363,63.0,0.0,耕地,0.0,10631.0,MOBILE_STATION,true,B,62.83,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0675,114.804631,37.764396,45.0,0.32,耕地,0.0,11924.0,MOBILE_STATION,true,B,62.82,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0676,114.069131,36.911,470.0,2.13,耕地,250.0,3399.6,MOBILE_STATION,true,B,62.8,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0677,114.68582,37.930583,54.0,0.9,耕地,0.0,11936.6,MOBILE_STATION,true,B,62.77,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0678,114.137023,37.944058,301.0,3.18,裸地,0.0,6136.2,RELAY,true,B,62.76,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0679,114.572666,37.939566,64.0,0.32,耕地,0.0,10804.7,MOBILE_STATION,true,B,62.73,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0680,114.6349,37.953041,58.0,1.59,耕地,0.0,12291.1,MOBILE_STATION,true,B,62.66,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0681,114.284123,37.081679,240.0,2.72,草地,1250.0,15700.5,TEMP_FIXED_STATION,true,B,62.62,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0682,114.086104,37.782362,421.0,0.95,草地,250.0,1729.8,MOBILE_STATION,true,B,62.61,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0683,114.533062,36.955916,63.0,0.9,耕地,0.0,11240.9,MOBILE_STATION,true,B,62.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0684,115.166724,37.189476,29.0,0.32,林地,0.0,12724.0,MOBILE_STATION,true,B,62.54,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0685,114.736739,37.629649,41.0,0.32,耕地,0.0,11828.8,MOBILE_STATION,true,B,62.46,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0686,114.583981,37.396088,66.0,0.95,耕地,0.0,11043.8,MOBILE_STATION,true,B,62.43,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
CS-0687,114.108735,37.036764,309.0,2.01,耕地,0.0,4471.5,MOBILE_STATION,true,B,62.41,,DEM_SCAN,网格500m;坡度<=15;距路<=2000m;站间距>=3000m;高程20-1800m
