record_id,link_id,timestamp,snr_db,ber,packet_loss_rate,delay_ms,throughput_kbps,link_state
LM-001284,LK-0257,2026-09-08T09:34:00+08:00,53.25,1.00e-09,0.0001,61.5,64.0,EXCELLENT
LM-001285,LK-0257,2026-09-08T10:03:00+08:00,53.28,1.00e-09,0.0001,50.5,64.0,EXCELLENT
LM-001286,LK-0258,2026-09-08T08:02:00+08:00,28.67,1.43e-08,0.0052,53.6,4.78,GOOD
LM-001287,LK-0258,2026-09-08T08:36:00+08:00,27.17,3.97e-08,0.0068,58.1,4.77,GOOD
LM-001288,LK-0258,2026-09-08T09:02:00+08:00,25.74,1.04e-07,0.0088,65.3,4.76,GOOD
LM-001289,LK-0258,2026-09-08T09:42:00+08:00,24.65,2.18e-07,0.0107,65.5,4.75,GOOD
LM-001290,LK-0258,2026-09-08T10:04:00+08:00,23.88,3.66e-07,0.0123,61.2,4.72,GOOD
LM-001291,LK-0259,2026-09-08T08:03:00+08:00,44.82,1.00e-09,0.0003,59.6,63.98,EXCELLENT
LM-001292,LK-0259,2026-09-08T08:39:00+08:00,44.04,1.00e-09,0.0003,52.2,63.98,EXCELLENT
LM-001293,LK-0259,2026-09-08T09:09:00+08:00,43.18,1.00e-09,0.0004,63.6,63.98,EXCELLENT
LM-001294,LK-0259,2026-09-08T09:34:00+08:00,44.83,1.00e-09,0.0003,59.8,63.98,EXCELLENT
LM-001295,LK-0259,2026-09-08T10:02:00+08:00,51.84,1.00e-09,0.0001,53.6,64.0,EXCELLENT
LM-001296,LK-0260,2026-09-08T08:12:00+08:00,17.87,2.14e-05,0.0368,85.0,3.34,WARNING
LM-001297,LK-0260,2026-09-08T08:35:00+08:00,13.14,5.30e-04,0.0871,110.4,2.22,WARNING
LM-001298,LK-0260,2026-09-08T09:06:00+08:00,19.58,6.74e-06,0.027,68.9,3.73,WARNING
LM-001299,LK-0260,2026-09-08T09:41:00+08:00,23.85,3.75e-07,0.0124,66.0,4.71,GOOD
LM-001300,LK-0260,2026-09-08T10:05:00+08:00,24.82,1.94e-07,0.0104,70.0,4.75,GOOD
LM-001301,LK-0261,2026-09-08T08:10:00+08:00,65.34,1.00e-09,0.0,64.0,64.0,EXCELLENT
LM-001302,LK-0261,2026-09-08T08:32:00+08:00,66.36,1.00e-09,0.0,50.4,64.0,EXCELLENT
LM-001303,LK-0261,2026-09-08T09:12:00+08:00,67.21,1.00e-09,0.0,56.3,64.0,EXCELLENT
LM-001304,LK-0261,2026-09-08T09:39:00+08:00,66.84,1.00e-09,0.0,52.5,64.0,EXCELLENT
LM-001305,LK-0261,2026-09-08T10:07:00+08:00,64.72,1.00e-09,0.0,51.2,64.0,EXCELLENT
LM-001306,LK-0262,2026-09-08T08:12:00+08:00,65.95,1.00e-09,0.0,60.9,64.0,EXCELLENT
LM-001307,LK-0262,2026-09-08T08:30:00+08:00,63.88,1.00e-09,0.0,63.5,64.0,EXCELLENT
LM-001308,LK-0262,2026-09-08T09:00:00+08:00,61.93,1.00e-09,0.0,59.2,64.0,EXCELLENT
LM-001309,LK-0262,2026-09-08T09:36:00+08:00,70.51,1.00e-09,0.0,54.4,64.0,EXCELLENT
LM-001310,LK-0262,2026-09-08T10:04:00+08:00,66.45,1.00e-09,0.0,61.3,64.0,EXCELLENT
LM-001311,LK-0263,2026-09-08T08:05:00+08:00,25.56,1.18e-07,0.0091,57.8,4.76,GOOD
LM-001312,LK-0263,2026-09-08T08:39:00+08:00,35.28,1.00e-09,0.0016,58.4,4.79,EXCELLENT
LM-001313,LK-0263,2026-09-08T09:09:00+08:00,39.16,1.00e-09,0.0008,59.4,4.8,EXCELLENT
LM-001314,LK-0263,2026-09-08T09:36:00+08:00,34.8,1.00e-09,0.0017,54.7,4.79,EXCELLENT
LM-001315,LK-0263,2026-09-08T10:10:00+08:00,40.98,1.00e-09,0.0006,57.4,4.8,EXCELLENT
LM-001316,LK-0264,2026-09-08T08:03:00+08:00,28.94,1.19e-08,0.0049,63.4,4.78,GOOD
LM-001317,LK-0264,2026-09-08T08:38:00+08:00,23.58,4.50e-07,0.013,69.8,4.65,GOOD
LM-001318,LK-0264,2026-09-08T09:10:00+08:00,22.74,7.95e-07,0.0152,63.1,4.46,GOOD
LM-001319,LK-0264,2026-09-08T09:34:00+08:00,18.35,1.55e-05,0.0338,78.2,3.45,WARNING
LM-001320,LK-0264,2026-09-08T10:12:00+08:00,22.25,1.11e-06,0.0166,72.7,4.34,GOOD
LM-001321,LK-0265,2026-09-08T08:09:00+08:00,27.38,3.42e-08,0.0065,63.0,4.77,GOOD
LM-001322,LK-0265,2026-09-08T08:35:00+08:00,22.79,7.66e-07,0.015,63.9,4.47,GOOD
LM-001323,LK-0265,2026-09-08T09:10:00+08:00,30.47,4.24e-09,0.0037,60.9,4.78,EXCELLENT
LM-001324,LK-0265,2026-09-08T09:38:00+08:00,32.89,1.00e-09,0.0024,57.3,4.79,EXCELLENT
LM-001325,LK-0265,2026-09-08T10:09:00+08:00,25.76,1.03e-07,0.0088,61.9,4.76,GOOD
LM-001326,LK-0266,2026-09-08T08:00:00+08:00,27.0,4.44e-08,0.007,66.3,4.77,GOOD
LM-001327,LK-0266,2026-09-08T08:39:00+08:00,27.67,2.81e-08,0.0062,63.0,4.77,GOOD
LM-001328,LK-0266,2026-09-08T09:08:00+08:00,9.73,5.32e-03,0.1617,158.9,1.41,FAULT
LM-001329,LK-0266,2026-09-08T09:33:00+08:00,40.99,1.00e-09,0.0006,64.0,4.8,EXCELLENT
LM-001330,LK-0266,2026-09-08T10:08:00+08:00,21.36,2.02e-06,0.0195,72.5,4.14,GOOD
LM-001331,LK-0267,2026-09-08T08:06:00+08:00,21.65,1.66e-06,0.0185,71.1,4.21,GOOD
LM-001332,LK-0267,2026-09-08T08:41:00+08:00,27.42,3.34e-08,0.0065,55.2,4.77,GOOD
LM-001333,LK-0267,2026-09-08T09:04:00+08:00,26.6,5.83e-08,0.0075,68.9,4.76,GOOD
LM-001334,LK-0267,2026-09-08T09:33:00+08:00,23.27,5.53e-07,0.0138,64.5,4.58,GOOD
LM-001335,LK-0267,2026-09-08T10:00:00+08:00,28.54,1.56e-08,0.0053,55.7,4.77,GOOD
LM-001336,LK-0268,2026-09-08T08:01:00+08:00,18.64,1.28e-05,0.032,71.4,3.51,WARNING
LM-001337,LK-0268,2026-09-08T08:38:00+08:00,25.77,1.02e-07,0.0088,63.5,4.76,GOOD
LM-001338,LK-0268,2026-09-08T09:12:00+08:00,12.31,9.28e-04,0.1012,113.7,2.02,FAULT
LM-001339,LK-0268,2026-09-08T09:40:00+08:00,13.73,3.56e-04,0.0782,112.1,2.36,WARNING
LM-001340,LK-0268,2026-09-08T10:10:00+08:00,23.75,4.00e-07,0.0126,62.1,4.69,GOOD
LM-001341,LK-0269,2026-09-08T08:08:00+08:00,20.91,2.74e-06,0.0212,64.7,4.04,GOOD
LM-001342,LK-0269,2026-09-08T08:42:00+08:00,22.51,9.25e-07,0.0158,67.3,4.41,GOOD
LM-001343,LK-0269,2026-09-08T09:04:00+08:00,32.05,1.45e-09,0.0028,61.7,4.79,EXCELLENT
LM-001344,LK-0269,2026-09-08T09:39:00+08:00,23.86,3.71e-07,0.0124,71.7,4.71,GOOD
LM-001345,LK-0269,2026-09-08T10:09:00+08:00,29.06,1.10e-08,0.0048,66.3,4.78,GOOD
LM-001346,LK-0270,2026-09-08T08:00:00+08:00,53.83,1.00e-09,0.0001,52.4,64.0,EXCELLENT
LM-001347,LK-0270,2026-09-08T08:41:00+08:00,59.54,1.00e-09,0.0,51.3,64.0,EXCELLENT
LM-001348,LK-0270,2026-09-08T09:11:00+08:00,54.93,1.00e-09,0.0,53.1,64.0,EXCELLENT
LM-001349,LK-0270,2026-09-08T09:30:00+08:00,53.49,1.00e-09,0.0001,59.0,64.0,EXCELLENT
LM-001350,LK-0270,2026-09-08T10:06:00+08:00,55.57,1.00e-09,0.0,54.9,64.0,EXCELLENT
LM-001351,LK-0271,2026-09-08T08:03:00+08:00,52.32,1.00e-09,0.0001,56.6,64.0,EXCELLENT
LM-001352,LK-0271,2026-09-08T08:30:00+08:00,56.03,1.00e-09,0.0,64.6,64.0,EXCELLENT
LM-001353,LK-0271,2026-09-08T09:12:00+08:00,51.59,1.00e-09,0.0001,64.1,63.99,EXCELLENT
LM-001354,LK-0271,2026-09-08T09:38:00+08:00,52.34,1.00e-09,0.0001,61.4,64.0,EXCELLENT
LM-001355,LK-0271,2026-09-08T10:03:00+08:00,58.43,1.00e-09,0.0,56.1,64.0,EXCELLENT
LM-001356,LK-0272,2026-09-08T08:02:00+08:00,18.86,1.10e-05,0.0307,83.6,3.57,WARNING
LM-001357,LK-0272,2026-09-08T08:33:00+08:00,19.36,7.82e-06,0.0281,78.1,3.68,WARNING
LM-001358,LK-0272,2026-09-08T09:12:00+08:00,18.76,1.18e-05,0.0313,81.8,3.54,WARNING
LM-001359,LK-0272,2026-09-08T09:40:00+08:00,25.62,1.13e-07,0.009,58.5,4.76,GOOD
LM-001360,LK-0272,2026-09-08T10:12:00+08:00,22.6,8.74e-07,0.0156,68.4,4.42,GOOD
LM-001361,LK-0273,2026-09-08T08:07:00+08:00,32.07,1.43e-09,0.0028,62.9,63.82,GOOD
LM-001362,LK-0273,2026-09-08T08:36:00+08:00,30.08,5.52e-09,0.004,64.3,63.74,GOOD
LM-001363,LK-0273,2026-09-08T09:02:00+08:00,21.57,1.76e-06,0.0188,70.7,55.86,WARNING
LM-001364,LK-0273,2026-09-08T09:31:00+08:00,31.69,1.85e-09,0.003,58.0,63.81,GOOD
LM-001365,LK-0273,2026-09-08T10:08:00+08:00,26.8,5.08e-08,0.0073,56.8,63.54,GOOD
LM-001366,LK-0274,2026-09-08T08:04:00+08:00,55.16,1.00e-09,0.0,60.3,64.0,EXCELLENT
LM-001367,LK-0274,2026-09-08T08:36:00+08:00,49.34,1.00e-09,0.0001,51.1,63.99,EXCELLENT
LM-001368,LK-0274,2026-09-08T09:01:00+08:00,57.03,1.00e-09,0.0,63.2,64.0,EXCELLENT
LM-001369,LK-0274,2026-09-08T09:37:00+08:00,56.4,1.00e-09,0.0,63.5,64.0,EXCELLENT
LM-001370,LK-0274,2026-09-08T10:08:00+08:00,54.62,1.00e-09,0.0,63.4,64.0,EXCELLENT
LM-001371,LK-0275,2026-09-08T08:09:00+08:00,15.01,1.49e-04,0.0619,102.9,2.66,WARNING
LM-001372,LK-0275,2026-09-08T08:39:00+08:00,24.15,3.06e-07,0.0118,60.4,4.74,GOOD
LM-001373,LK-0275,2026-09-08T09:04:00+08:00,18.55,1.36e-05,0.0326,74.0,3.49,WARNING
LM-001374,LK-0275,2026-09-08T09:31:00+08:00,14.01,2.93e-04,0.0743,105.1,2.43,WARNING
LM-001375,LK-0275,2026-09-08T10:03:00+08:00,20.3,4.15e-06,0.0237,74.4,3.9,GOOD
LM-001376,LK-0276,2026-09-08T08:01:00+08:00,26.68,5.52e-08,0.0074,58.2,4.76,GOOD
LM-001377,LK-0276,2026-09-08T08:39:00+08:00,23.61,4.42e-07,0.013,64.7,4.65,GOOD
LM-001378,LK-0276,2026-09-08T09:06:00+08:00,24.02,3.33e-07,0.012,59.5,4.74,GOOD
LM-001379,LK-0276,2026-09-08T09:42:00+08:00,32.53,1.05e-09,0.0026,55.3,4.79,EXCELLENT
LM-001380,LK-0276,2026-09-08T10:02:00+08:00,20.73,3.11e-06,0.0219,75.6,4.0,GOOD
LM-001381,LK-0277,2026-09-08T08:02:00+08:00,44.67,1.00e-09,0.0003,56.2,63.98,EXCELLENT
LM-001382,LK-0277,2026-09-08T08:42:00+08:00,46.32,1.00e-09,0.0002,62.3,63.99,EXCELLENT
LM-001383,LK-0277,2026-09-08T09:01:00+08:00,45.74,1.00e-09,0.0002,64.7,63.99,EXCELLENT
LM-001384,LK-0277,2026-09-08T09:36:00+08:00,41.98,1.00e-09,0.0005,60.5,63.97,EXCELLENT
LM-001385,LK-0277,2026-09-08T10:10:00+08:00,47.62,1.00e-09,0.0002,53.0,63.99,EXCELLENT
LM-001386,LK-0278,2026-09-08T08:08:00+08:00,37.25,1.00e-09,0.0011,59.0,63.93,EXCELLENT
LM-001387,LK-0278,2026-09-08T08:41:00+08:00,28.56,1.54e-08,0.0053,60.0,63.66,GOOD
LM-001388,LK-0278,2026-09-08T09:10:00+08:00,38.3,1.00e-09,0.0009,65.3,63.94,EXCELLENT
LM-001389,LK-0278,2026-09-08T09:36:00+08:00,34.7,1.00e-09,0.0017,62.8,63.89,GOOD
LM-001390,LK-0278,2026-09-08T10:09:00+08:00,32.89,1.00e-09,0.0024,65.6,63.85,GOOD
LM-001391,LK-0279,2026-09-08T08:10:00+08:00,70.69,1.00e-09,0.0,55.2,64.0,EXCELLENT
LM-001392,LK-0279,2026-09-08T08:31:00+08:00,69.82,1.00e-09,0.0,62.0,64.0,EXCELLENT
LM-001393,LK-0279,2026-09-08T09:01:00+08:00,69.4,1.00e-09,0.0,53.4,64.0,EXCELLENT
LM-001394,LK-0279,2026-09-08T09:36:00+08:00,73.74,1.00e-09,0.0,51.2,64.0,EXCELLENT
LM-001395,LK-0279,2026-09-08T10:07:00+08:00,70.84,1.00e-09,0.0,54.4,64.0,EXCELLENT
LM-001396,LK-0280,2026-09-08T08:11:00+08:00,57.94,1.00e-09,0.0,60.7,64.0,EXCELLENT
LM-001397,LK-0280,2026-09-08T08:32:00+08:00,49.82,1.00e-09,0.0001,56.8,63.99,EXCELLENT
LM-001398,LK-0280,2026-09-08T09:01:00+08:00,61.12,1.00e-09,0.0,64.9,64.0,EXCELLENT
LM-001399,LK-0280,2026-09-08T09:40:00+08:00,55.69,1.00e-09,0.0,55.3,64.0,EXCELLENT
LM-001400,LK-0280,2026-09-08T10:03:00+08:00,57.17,1.00e-09,0.0,54.0,64.0,EXCELLENT
LM-001401,LK-0281,2026-09-08T08:12:00+08:00,12.65,7.38e-04,0.0952,118.5,2.1,FAULT
LM-001402,LK-0281,2026-09-08T08:39:00+08:00,20.11,4.72e-06,0.0245,78.0,3.85,GOOD
LM-001403,LK-0281,2026-09-08T09:08:00+08:00,14.17,2.64e-04,0.0722,108.6,2.46,WARNING
LM-001404,LK-0281,2026-09-08T09:38:00+08:00,16.5,5.43e-05,0.0472,88.6,3.01,WARNING
LM-001405,LK-0281,2026-09-08T10:12:00+08:00,7.35,2.67e-02,0.2493,216.1,0.88,FAULT
LM-001406,LK-0282,2026-09-08T08:02:00+08:00,46.3,1.00e-09,0.0002,51.8,63.99,EXCELLENT
LM-001407,LK-0282,2026-09-08T08:42:00+08:00,52.78,1.00e-09,0.0001,58.0,64.0,EXCELLENT
LM-001408,LK-0282,2026-09-08T09:02:00+08:00,51.72,1.00e-09,0.0001,63.8,63.99,EXCELLENT
LM-001409,LK-0282,2026-09-08T09:30:00+08:00,50.11,1.00e-09,0.0001,64.0,63.99,EXCELLENT
LM-001410,LK-0282,2026-09-08T10:06:00+08:00,43.31,1.00e-09,0.0004,61.3,63.98,EXCELLENT
LM-001411,LK-0283,2026-09-08T08:00:00+08:00,25.61,1.13e-07,0.009,57.7,4.76,GOOD
LM-001412,LK-0283,2026-09-08T08:40:00+08:00,30.02,5.72e-09,0.004,56.3,4.78,EXCELLENT
LM-001413,LK-0283,2026-09-08T09:04:00+08:00,24.3,2.75e-07,0.0114,72.0,4.75,GOOD
LM-001414,LK-0283,2026-09-08T09:38:00+08:00,28.03,2.21e-08,0.0058,58.5,4.77,GOOD
LM-001415,LK-0283,2026-09-08T10:11:00+08:00,19.24,8.50e-06,0.0287,75.1,3.65,WARNING
LM-001416,LK-0284,2026-09-08T08:04:00+08:00,19.52,7.02e-06,0.0273,76.2,3.72,WARNING
LM-001417,LK-0284,2026-09-08T08:33:00+08:00,31.84,1.67e-09,0.0029,55.4,4.79,EXCELLENT
LM-001418,LK-0284,2026-09-08T09:12:00+08:00,24.16,3.03e-07,0.0117,64.4,4.74,GOOD
LM-001419,LK-0284,2026-09-08T09:37:00+08:00,29.86,6.41e-09,0.0042,57.5,4.78,GOOD
LM-001420,LK-0284,2026-09-08T10:05:00+08:00,28.41,1.71e-08,0.0054,66.5,4.77,GOOD
LM-001421,LK-0285,2026-09-08T08:02:00+08:00,17.05,3.75e-05,0.0428,80.7,3.14,WARNING
LM-001422,LK-0285,2026-09-08T08:33:00+08:00,14.33,2.36e-04,0.0701,99.8,2.5,WARNING
LM-001423,LK-0285,2026-09-08T09:04:00+08:00,14.93,1.58e-04,0.0629,97.1,2.64,WARNING
LM-001424,LK-0285,2026-09-08T09:33:00+08:00,19.2,8.74e-06,0.0289,74.4,3.64,WARNING
LM-001425,LK-0285,2026-09-08T10:03:00+08:00,25.48,1.24e-07,0.0092,60.6,4.76,GOOD
LM-001426,LK-0286,2026-09-08T08:00:00+08:00,18.12,1.81e-05,0.0352,81.6,3.39,WARNING
LM-001427,LK-0286,2026-09-08T08:39:00+08:00,14.99,1.51e-04,0.0622,94.4,2.66,WARNING
LM-001428,LK-0286,2026-09-08T09:02:00+08:00,15.61,9.96e-05,0.0556,90.5,2.8,WARNING
LM-001429,LK-0286,2026-09-08T09:34:00+08:00,7.97,1.75e-02,0.2226,190.9,1.01,FAULT
LM-001430,LK-0286,2026-09-08T10:00:00+08:00,8.95,9.06e-03,0.1866,173.2,1.23,FAULT
LM-001431,LK-0287,2026-09-08T08:02:00+08:00,49.34,1.00e-09,0.0001,60.6,63.99,EXCELLENT
LM-001432,LK-0287,2026-09-08T08:34:00+08:00,54.19,1.00e-09,0.0,57.7,64.0,EXCELLENT
LM-001433,LK-0287,2026-09-08T09:07:00+08:00,55.92,1.00e-09,0.0,52.2,64.0,EXCELLENT
LM-001434,LK-0287,2026-09-08T09:33:00+08:00,52.86,1.00e-09,0.0001,60.3,64.0,EXCELLENT
LM-001435,LK-0287,2026-09-08T10:02:00+08:00,53.02,1.00e-09,0.0001,52.5,64.0,EXCELLENT
LM-001436,LK-0288,2026-09-08T08:02:00+08:00,3.11,4.71e-01,0.5391,398.6,0.11,FAULT
LM-001437,LK-0288,2026-09-08T08:34:00+08:00,4.16,2.32e-01,0.4455,334.5,0.26,FAULT
LM-001438,LK-0288,2026-09-08T09:09:00+08:00,9.81,5.03e-03,0.1593,153.5,1.43,FAULT
LM-001439,LK-0288,2026-09-08T09:37:00+08:00,15.16,1.35e-04,0.0603,97.2,2.7,WARNING
LM-001440,LK-0288,2026-09-08T10:00:00+08:00,16.09,7.16e-05,0.0509,94.8,2.92,WARNING
LM-001441,LK-0289,2026-09-08T08:01:00+08:00,25.26,1.45e-07,0.0096,64.9,63.38,GOOD
LM-001442,LK-0289,2026-09-08T08:38:00+08:00,28.3,1.84e-08,0.0055,67.3,63.65,GOOD
LM-001443,LK-0289,2026-09-08T09:12:00+08:00,26.53,6.10e-08,0.0076,60.9,63.51,GOOD
LM-001444,LK-0289,2026-09-08T09:40:00+08:00,20.96,2.65e-06,0.021,71.3,54.0,WARNING
LM-001445,LK-0289,2026-09-08T10:09:00+08:00,22.25,1.11e-06,0.0166,72.6,57.92,WARNING
LM-001446,LK-0290,2026-09-08T08:01:00+08:00,54.3,1.00e-09,0.0,58.7,64.0,EXCELLENT
LM-001447,LK-0290,2026-09-08T08:38:00+08:00,55.95,1.00e-09,0.0,52.2,64.0,EXCELLENT
LM-001448,LK-0290,2026-09-08T09:08:00+08:00,53.69,1.00e-09,0.0001,52.5,64.0,EXCELLENT
LM-001449,LK-0290,2026-09-08T09:32:00+08:00,58.79,1.00e-09,0.0,57.3,64.0,EXCELLENT
LM-001450,LK-0290,2026-09-08T10:08:00+08:00,52.02,1.00e-09,0.0001,64.7,64.0,EXCELLENT
LM-001451,LK-0291,2026-09-08T08:11:00+08:00,51.71,1.00e-09,0.0001,62.4,63.99,EXCELLENT
LM-001452,LK-0291,2026-09-08T08:36:00+08:00,50.01,1.00e-09,0.0001,62.8,63.99,EXCELLENT
LM-001453,LK-0291,2026-09-08T09:03:00+08:00,49.78,1.00e-09,0.0001,51.8,63.99,EXCELLENT
LM-001454,LK-0291,2026-09-08T09:40:00+08:00,53.53,1.00e-09,0.0001,58.6,64.0,EXCELLENT
LM-001455,LK-0291,2026-09-08T10:10:00+08:00,55.73,1.00e-09,0.0,57.9,64.0,EXCELLENT
LM-001456,LK-0292,2026-09-08T08:07:00+08:00,28.33,1.80e-08,0.0055,63.9,4.77,GOOD
LM-001457,LK-0292,2026-09-08T08:32:00+08:00,26.66,5.59e-08,0.0075,67.9,4.76,GOOD
LM-001458,LK-0292,2026-09-08T09:02:00+08:00,26.15,7.89e-08,0.0082,61.3,4.76,GOOD
LM-001459,LK-0292,2026-09-08T09:36:00+08:00,40.53,1.00e-09,0.0006,64.3,4.8,EXCELLENT
LM-001460,LK-0292,2026-09-08T10:07:00+08:00,39.58,1.00e-09,0.0007,54.7,4.8,EXCELLENT
LM-001461,LK-0293,2026-09-08T08:08:00+08:00,47.88,1.00e-09,0.0002,58.6,4.8,EXCELLENT
LM-001462,LK-0293,2026-09-08T08:36:00+08:00,44.61,1.00e-09,0.0003,56.7,4.8,EXCELLENT
LM-001463,LK-0293,2026-09-08T09:12:00+08:00,50.86,1.00e-09,0.0001,57.4,4.8,EXCELLENT
LM-001464,LK-0293,2026-09-08T09:38:00+08:00,45.99,1.00e-09,0.0002,65.0,4.8,EXCELLENT
LM-001465,LK-0293,2026-09-08T10:07:00+08:00,51.74,1.00e-09,0.0001,60.3,4.8,EXCELLENT
LM-001466,LK-0294,2026-09-08T08:09:00+08:00,21.81,1.49e-06,0.018,70.7,4.24,GOOD
LM-001467,LK-0294,2026-09-08T08:33:00+08:00,23.39,5.10e-07,0.0135,70.0,4.6,GOOD
LM-001468,LK-0294,2026-09-08T09:03:00+08:00,30.49,4.19e-09,0.0037,61.3,4.78,EXCELLENT
LM-001469,LK-0294,2026-09-08T09:35:00+08:00,6.71,4.11e-02,0.28,229.1,0.74,FAULT
LM-001470,LK-0294,2026-09-08T10:12:00+08:00,24.52,2.39e-07,0.011,64.7,4.75,GOOD
LM-001471,LK-0295,2026-09-08T08:08:00+08:00,32.86,1.00e-09,0.0024,62.0,4.79,EXCELLENT
LM-001472,LK-0295,2026-09-08T08:39:00+08:00,22.22,1.13e-06,0.0167,73.2,4.34,GOOD
LM-001473,LK-0295,2026-09-08T09:03:00+08:00,26.1,8.14e-08,0.0082,60.0,4.76,GOOD
LM-001474,LK-0295,2026-09-08T09:40:00+08:00,18.01,1.96e-05,0.0359,82.6,3.37,WARNING
LM-001475,LK-0295,2026-09-08T10:02:00+08:00,32.54,1.04e-09,0.0026,60.0,4.79,EXCELLENT
LM-001476,LK-0296,2026-09-08T08:01:00+08:00,60.98,1.00e-09,0.0,54.8,64.0,EXCELLENT
LM-001477,LK-0296,2026-09-08T08:35:00+08:00,58.7,1.00e-09,0.0,64.1,64.0,EXCELLENT
LM-001478,LK-0296,2026-09-08T09:12:00+08:00,58.66,1.00e-09,0.0,58.5,64.0,EXCELLENT
LM-001479,LK-0296,2026-09-08T09:40:00+08:00,69.4,1.00e-09,0.0,52.4,64.0,EXCELLENT
LM-001480,LK-0296,2026-09-08T10:04:00+08:00,64.7,1.00e-09,0.0,61.6,64.0,EXCELLENT
LM-001481,LK-0297,2026-09-08T08:01:00+08:00,68.13,1.00e-09,0.0,62.4,64.0,EXCELLENT
LM-001482,LK-0297,2026-09-08T08:40:00+08:00,73.52,1.00e-09,0.0,53.7,64.0,EXCELLENT
LM-001483,LK-0297,2026-09-08T09:09:00+08:00,74.15,1.00e-09,0.0,59.9,64.0,EXCELLENT
LM-001484,LK-0297,2026-09-08T09:41:00+08:00,67.39,1.00e-09,0.0,60.0,64.0,EXCELLENT
LM-001485,LK-0297,2026-09-08T10:11:00+08:00,69.46,1.00e-09,0.0,58.2,64.0,EXCELLENT
LM-001486,LK-0298,2026-09-08T08:06:00+08:00,21.03,2.52e-06,0.0207,66.6,4.07,GOOD
LM-001487,LK-0298,2026-09-08T08:37:00+08:00,27.53,3.09e-08,0.0064,64.0,4.77,GOOD
LM-001488,LK-0298,2026-09-08T09:12:00+08:00,21.04,2.51e-06,0.0207,65.7,4.07,GOOD
LM-001489,LK-0298,2026-09-08T09:34:00+08:00,27.35,3.50e-08,0.0066,60.4,4.77,GOOD
LM-001490,LK-0298,2026-09-08T10:05:00+08:00,21.05,2.50e-06,0.0207,65.2,4.07,GOOD
LM-001491,LK-0299,2026-09-08T08:07:00+08:00,37.72,1.00e-09,0.001,61.9,4.8,EXCELLENT
LM-001492,LK-0299,2026-09-08T08:30:00+08:00,18.62,1.30e-05,0.0321,77.6,3.51,WARNING
LM-001493,LK-0299,2026-09-08T09:09:00+08:00,22.65,8.42e-07,0.0154,68.9,4.44,GOOD
LM-001494,LK-0299,2026-09-08T09:31:00+08:00,25.95,9.01e-08,0.0085,67.3,4.76,GOOD
LM-001495,LK-0299,2026-09-08T10:00:00+08:00,35.2,1.00e-09,0.0016,65.2,4.79,EXCELLENT
LM-001496,LK-0300,2026-09-08T08:03:00+08:00,20.26,4.25e-06,0.0238,67.1,3.89,GOOD
LM-001497,LK-0300,2026-09-08T08:32:00+08:00,27.69,2.78e-08,0.0062,68.3,4.77,GOOD
LM-001498,LK-0300,2026-09-08T09:07:00+08:00,19.44,7.42e-06,0.0277,79.7,3.7,WARNING
LM-001499,LK-0300,2026-09-08T09:30:00+08:00,20.9,2.77e-06,0.0212,79.3,4.04,GOOD
LM-001500,LK-0300,2026-09-08T10:07:00+08:00,22.2,1.14e-06,0.0168,63.8,4.33,GOOD
LM-001501,LK-0301,2026-09-08T08:00:00+08:00,54.86,1.00e-09,0.0,56.8,64.0,EXCELLENT
LM-001502,LK-0301,2026-09-08T08:42:00+08:00,57.47,1.00e-09,0.0,64.8,64.0,EXCELLENT
LM-001503,LK-0301,2026-09-08T09:02:00+08:00,56.58,1.00e-09,0.0,64.7,64.0,EXCELLENT
LM-001504,LK-0301,2026-09-08T09:32:00+08:00,64.67,1.00e-09,0.0,64.4,64.0,EXCELLENT
LM-001505,LK-0301,2026-09-08T10:04:00+08:00,61.45,1.00e-09,0.0,58.3,64.0,EXCELLENT
LM-001506,LK-0302,2026-09-08T08:02:00+08:00,55.49,1.00e-09,0.0,59.3,64.0,EXCELLENT
LM-001507,LK-0302,2026-09-08T08:34:00+08:00,51.22,1.00e-09,0.0001,61.2,63.99,EXCELLENT
LM-001508,LK-0302,2026-09-08T09:08:00+08:00,53.08,1.00e-09,0.0001,57.9,64.0,EXCELLENT
LM-001509,LK-0302,2026-09-08T09:35:00+08:00,50.35,1.00e-09,0.0001,62.9,63.99,EXCELLENT
LM-001510,LK-0302,2026-09-08T10:11:00+08:00,52.57,1.00e-09,0.0001,53.6,64.0,EXCELLENT
LM-001511,LK-0303,2026-09-08T08:04:00+08:00,54.82,1.00e-09,0.0,64.2,64.0,EXCELLENT
LM-001512,LK-0303,2026-09-08T08:33:00+08:00,53.85,1.00e-09,0.0001,55.0,64.0,EXCELLENT
LM-001513,LK-0303,2026-09-08T09:03:00+08:00,53.09,1.00e-09,0.0001,53.8,64.0,EXCELLENT
LM-001514,LK-0303,2026-09-08T09:41:00+08:00,51.17,1.00e-09,0.0001,59.2,63.99,EXCELLENT
LM-001515,LK-0303,2026-09-08T10:09:00+08:00,54.37,1.00e-09,0.0,52.9,64.0,EXCELLENT
LM-001516,LK-0304,2026-09-08T08:02:00+08:00,50.29,1.00e-09,0.0001,65.7,63.99,EXCELLENT
LM-001517,LK-0304,2026-09-08T08:31:00+08:00,50.98,1.00e-09,0.0001,59.5,63.99,EXCELLENT
LM-001518,LK-0304,2026-09-08T09:07:00+08:00,50.13,1.00e-09,0.0001,54.1,63.99,EXCELLENT
